序号,股票代码,股票简称,报告名称,东财评级,机构,近一月个股研报数,2026-盈利预测-收益,2026-盈利预测-市盈率,2027-盈利预测-收益,2027-盈利预测-市盈率,2028-盈利预测-收益,2028-盈利预测-市盈率,行业,日期,报告PDF链接,产业链环节,角色
80,600176,中国巨石,周期底部较明确，库存、出口环比好转,买入,中银证券,0,,,,,,,玻璃玻纤,2023-04-22,https://pdf.dfcfw.com/pdf/H3_AP202304211585706708_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
79,600176,中国巨石,2023年一季报点评：业绩筑底，厚积薄发,买入,东吴证券,0,,,,,,,玻璃玻纤,2023-04-22,https://pdf.dfcfw.com/pdf/H3_AP202304221585716085_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
39,300395,菲利华,石英材料下游持续高景气，业绩有望保持较快增长,买入,中邮证券,0,,,,,,,航空装备Ⅱ,2023-04-21,https://pdf.dfcfw.com/pdf/H3_AP202304211585669613_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
81,600176,中国巨石,2023年一季报点评：底部基本确认，静待景气回升,买入,国信证券,0,,,,,,,玻璃玻纤,2023-04-21,https://pdf.dfcfw.com/pdf/H3_AP202304211585687480_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
26,002080,中材科技,玻纤磨底，叶片、锂膜、气瓶业务形势向好,买入,中银证券,0,,,,,,,玻璃玻纤,2023-04-21,https://pdf.dfcfw.com/pdf/H3_AP202304211585672502_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
82,600176,中国巨石,2022年年报点评：景气筑底，蓄势向上,买入,东吴证券国际经纪,0,,,,,,,玻璃玻纤,2023-04-12,https://pdf.dfcfw.com/pdf/H3_AP202304121585375487_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
23,601208,东材科技,公司首次覆盖报告：光学基膜领军者，“1+3”新材料平台布局前景可期,买入,开源证券,0,,,,,,,塑料,2023-04-07,https://pdf.dfcfw.com/pdf/H3_AP202304071585208373_1.pdf,电子树脂（特种树脂）,主要参与者
39,600183,生益科技,公司信息更新报告：覆铜板行业底部显现，公司产品结构升级彰显韧性,买入,开源证券,0,,,,,,,元件,2023-04-04,https://pdf.dfcfw.com/pdf/H3_AP202304041585061304_1.pdf,核心CCL,龙头
24,601208,东材科技,下游需求复苏 中高端产品持续布局,买入,国金证券,0,,,,,,,塑料,2023-03-30,https://pdf.dfcfw.com/pdf/H3_AP202303301584686034_1.pdf,电子树脂（特种树脂）,主要参与者
6,300586,美联新材,业绩高增，隔膜放量在即，闭环布局打造钠电龙头,买入,华安证券,0,,,,,,,塑料,2023-03-29,https://pdf.dfcfw.com/pdf/H3_AP202303291584660347_1.pdf,电子树脂（特种树脂）,碳氢树脂参与者
83,600176,中国巨石,业绩符合预期，龙头优势稳固,买入,中银证券,0,,,,,,,玻璃玻纤,2023-03-24,https://pdf.dfcfw.com/pdf/H3_AP202303241584535947_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
85,600176,中国巨石,2022年年报点评：景气筑底，蓄势向上,买入,东吴证券,0,,,,,,,玻璃玻纤,2023-03-23,https://pdf.dfcfw.com/pdf/H3_AP202303231584501117_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
27,002080,中材科技,隔膜盈利水平大幅提升，叶片盈利走出底部,买入,太平洋,0,,,,,,,玻璃玻纤,2023-03-23,https://pdf.dfcfw.com/pdf/H3_AP202303231584499210_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
84,600176,中国巨石,公司2022年业务稳健增长，产品结构持续优化，建议“买进”,增持,群益证券,0,,,,,,,玻璃玻纤,2023-03-23,https://pdf.dfcfw.com/pdf/H3_AP202303231584503292_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
28,002080,中材科技,锂膜、叶片表现亮眼，Q4支撑全年业绩,买入,西南证券,0,,,,,,,玻璃玻纤,2023-03-22,https://pdf.dfcfw.com/pdf/H3_AP202303221584465145_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
87,600176,中国巨石,2022年年报点评：周期底部蓄势，看好玻纤龙头竞争优势,买入,国信证券,0,,,,,,,玻璃玻纤,2023-03-22,https://pdf.dfcfw.com/pdf/H3_AP202303221584467416_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
86,600176,中国巨石,玻纤周期底部，龙头韧性凸显,增持,中邮证券,0,,,,,,,玻璃玻纤,2023-03-22,https://pdf.dfcfw.com/pdf/H3_AP202303221584485555_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
88,600176,中国巨石,2022年年报点评：Q4业绩符合预期，23年粗纱基本面逐季好转,买入,民生证券,0,,,,,,,玻璃玻纤,2023-03-21,https://pdf.dfcfw.com/pdf/H3_AP202303211584451383_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
32,002080,中材科技,隔膜盈利加速改善，叶片盈利将迎回升,买入,国金证券,0,,,,,,,玻璃玻纤,2023-03-20,https://pdf.dfcfw.com/pdf/H3_AP202303201584398765_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
31,002080,中材科技,Q4业绩超预期，持续看好三大业务协同发展,买入,中银证券,0,,,,,,,玻璃玻纤,2023-03-20,https://pdf.dfcfw.com/pdf/H3_AP202303201584400521_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
30,002080,中材科技,年报点评：叶片、隔膜盈利超预期，复苏之年顺周期逐季改善,买入,民生证券,0,,,,,,,玻璃玻纤,2023-03-20,https://pdf.dfcfw.com/pdf/H3_AP202303201584402043_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
29,002080,中材科技,2022年年报点评：锂膜增长亮眼，玻纤和叶片盈利有望修复,买入,国信证券,0,,,,,,,玻璃玻纤,2023-03-20,https://pdf.dfcfw.com/pdf/H3_AP202303201584402646_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
89,600176,中国巨石,成本优势筑基石，技术升级拓市场,买入,东吴证券,0,,,,,,,玻璃玻纤,2023-03-08,https://pdf.dfcfw.com/pdf/H3_AP202303081584121009_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
7,300586,美联新材,参股星空增资美彩，专利产销协同创钠电普鲁士龙头,买入,华安证券,0,,,,,,,塑料,2023-03-06,https://pdf.dfcfw.com/pdf/H3_AP202303051584054659_1.pdf,电子树脂（特种树脂）,碳氢树脂参与者
41,600183,生益科技,公司信息更新报告：2022Q4覆铜板业务逆势攀升，兑现“调结构”逻辑,买入,开源证券,0,,,,,,,元件,2023-03-02,https://pdf.dfcfw.com/pdf/H3_AP202303021583951979_1.pdf,核心CCL,龙头
40,600183,生益科技,全球覆铜板领军，行业周期复苏带动利润修复,买入,西南证券,0,,,,,,,元件,2023-03-02,https://pdf.dfcfw.com/pdf/H3_AP202303021583965943_1.pdf,核心CCL,龙头
11,688519,南亚新材,静待反转，高端领军者未来可期,买入,国金证券,0,,,,,,,元件,2023-02-28,https://pdf.dfcfw.com/pdf/H3_AP202302281583858372_1.pdf,核心CCL,主要参与者
42,600183,生益科技,成长龙头将回归，高端突破正当时,买入,国金证券,0,,,,,,,元件,2023-02-28,https://pdf.dfcfw.com/pdf/H3_AP202302281583858373_1.pdf,核心CCL,龙头
10,603256,宏和科技,消费电子需求底部，量价均具弹性,增持,中银证券,0,,,,,,,玻璃玻纤,2023-02-10,https://pdf.dfcfw.com/pdf/H3_AP202302101583000321_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
2,603186,华正新材,静待周期反转，坚持高端投入赢空间,买入,国金证券,0,,,,,,,元件,2023-01-31,https://pdf.dfcfw.com/pdf/H3_AP202301311582546604_1.pdf,核心CCL,主要参与者
12,688519,南亚新材,多重压力致亏损，静待修复后反转,买入,国金证券,0,,,,,,,元件,2023-01-31,https://pdf.dfcfw.com/pdf/H3_AP202301311582546595_1.pdf,核心CCL,主要参与者
33,002080,中材科技,叶片业务整合开启，竞争优势再度提升,买入,西南证券,0,,,,,,,玻璃玻纤,2023-01-27,https://pdf.dfcfw.com/pdf/H3_AP202301271582431442_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
34,002080,中材科技,事件点评：重磅整合，叶片板块加速集中,买入,民生证券,0,,,,,,,玻璃玻纤,2023-01-19,https://pdf.dfcfw.com/pdf/H3_AP202301191582149617_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
8,300586,美联新材,主业业绩高增，隔膜加速放量，打造钠电普鲁士龙头,买入,华安证券,0,,,,,,,塑料,2023-01-18,https://pdf.dfcfw.com/pdf/H3_AP202301181582109193_1.pdf,电子树脂（特种树脂）,碳氢树脂参与者
37,605589,圣泉集团,酚醛树脂基本面有望好转，硬碳负极材料空间广阔,增持,国信证券,0,,,,,,,塑料,2023-01-11,https://pdf.dfcfw.com/pdf/H3_AP202301111581865965_1.pdf,电子树脂（特种树脂）,主要参与者
9,300586,美联新材,打造钠电普鲁士龙头，上下游合作证明可行性经济性,买入,华安证券,0,,,,,,,塑料,2023-01-08,https://pdf.dfcfw.com/pdf/H3_AP202301081581790846_1.pdf,电子树脂（特种树脂）,碳氢树脂参与者
91,600176,中国巨石,公告点评：建设全球首个零碳基地，拟新投40万吨玻纤产能,买入,民生证券,0,,,,,,,玻璃玻纤,2022-12-30,https://pdf.dfcfw.com/pdf/H3_AP202212301581511570_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
43,600183,生益科技,基本面承压，周期力量边际弱化后方可见成长,买入,国金证券,0,,,,,,,元件,2022-12-30,https://pdf.dfcfw.com/pdf/H3_AP202212301581510930_1.pdf,核心CCL,龙头
90,600176,中国巨石,公司计划新建40万吨产线，开启绿色转型，建议“买进”,增持,群益证券,0,,,,,,,玻璃玻纤,2022-12-30,https://pdf.dfcfw.com/pdf/H3_AP202212301581530882_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
3,603186,华正新材,继续加码高端CCL，静待周期反转,买入,国金证券,0,,,,,,,元件,2022-12-21,https://pdf.dfcfw.com/pdf/H3_AP202212211581266364_1.pdf,核心CCL,主要参与者
13,688519,南亚新材,参股载板材料公司，完善高端布局,买入,国金证券,0,,,,,,,元件,2022-12-18,https://pdf.dfcfw.com/pdf/H3_AP202212181581180450_1.pdf,核心CCL,主要参与者
11,603256,宏和科技,坚持精品路线，铸就高端龙头,增持,中银证券,0,,,,,,,玻璃玻纤,2022-12-01,https://pdf.dfcfw.com/pdf/H3_AP202212011580720197_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
4,688388,嘉元科技,2022年三季报点评：业绩符合市场预期，单位盈利有所下滑,买入,东吴证券国际经纪,0,,,,,,,电池,2022-12-01,https://pdf.dfcfw.com/pdf/H3_AP202212011580739782_1.pdf,电子铜箔,主要参与者
4,603186,华正新材,继续平台化发展，静待周期压力释放,买入,国金证券,0,,,,,,,元件,2022-11-30,https://pdf.dfcfw.com/pdf/H3_AP202211301580684894_1.pdf,核心CCL,主要参与者
10,300586,美联新材,洞察趋势强化产业链布局，向上延伸提升盈利,买入,华安证券,0,,,,,,,塑料,2022-11-22,https://pdf.dfcfw.com/pdf/H3_AP202211221580461166_1.pdf,电子树脂（特种树脂）,碳氢树脂参与者
11,300586,美联新材,强禀赋拥抱产业合作，布局钠电打造新增长极,买入,华安证券,0,,,,,,,塑料,2022-11-17,https://pdf.dfcfw.com/pdf/H3_AP202211161580317211_1.pdf,电子树脂（特种树脂）,碳氢树脂参与者
5,688388,嘉元科技,Q3铜箔加工费下行，布局复合铜箔优化产品结构,增持,国信证券,0,,,,,,,电池,2022-11-15,https://pdf.dfcfw.com/pdf/H3_AP202211151580259269_1.pdf,电子铜箔,主要参与者
44,600183,生益科技,2022年三季报点评：Q3公司业绩承压，静待边际改善,买入,民生证券,0,,,,,,,元件,2022-11-07,https://pdf.dfcfw.com/pdf/H3_AP202211071580012463_1.pdf,核心CCL,龙头
25,601208,东材科技,原料高企，需求承压，看好后续经营改善,买入,国金证券,0,,,,,,,塑料,2022-11-07,https://pdf.dfcfw.com/pdf/H3_AP202211071580012437_1.pdf,电子树脂（特种树脂）,主要参与者
40,300395,菲利华,2022年三季报点评：前三季度业绩同比增长29%；研发投入翻倍增长,买入,民生证券,0,,,,,,,航空装备Ⅱ,2022-11-01,https://pdf.dfcfw.com/pdf/H3_AP202211011579690327_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
6,688388,嘉元科技,2022年三季报点评：业绩符合市场预期，单位盈利有所下滑,买入,东吴证券,0,,,,,,,电池,2022-10-31,https://pdf.dfcfw.com/pdf/H3_AP202210311579677972_1.pdf,电子铜箔,主要参与者
45,600183,生益科技,公司信息更新报告：2022Q3行业持续探底，公司保持高开工率,买入,开源证券,0,,,,,,,元件,2022-10-31,https://pdf.dfcfw.com/pdf/H3_AP202210311579673449_1.pdf,核心CCL,龙头
35,002080,中材科技,玻纤、叶片触底，锂膜增长可期,买入,中银证券,0,,,,,,,玻璃玻纤,2022-10-30,https://pdf.dfcfw.com/pdf/H3_AP202210301579625135_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
14,688519,南亚新材,周期降价叠加扩产费用拖累，静待周期过去,买入,国金证券,0,,,,,,,元件,2022-10-27,https://pdf.dfcfw.com/pdf/H3_AP202210271579528482_1.pdf,核心CCL,主要参与者
5,603186,华正新材,利润受挤压，静待指标反转,买入,国金证券,0,,,,,,,元件,2022-10-27,https://pdf.dfcfw.com/pdf/H3_AP202210271579524368_1.pdf,核心CCL,主要参与者
2,600110,诺德股份,2022年三季报点评：业绩低于市场预期，出货环增盈利下滑,买入,东吴证券,0,,,,,,,电池,2022-10-26,https://pdf.dfcfw.com/pdf/H3_AP202210261579479196_1.pdf,电子铜箔,主要参与者
12,300586,美联新材,隔膜产能落地逐步放量，高禀赋拓展钠电享红利,买入,华安证券,0,,,,,,,塑料,2022-10-26,https://pdf.dfcfw.com/pdf/H3_AP202210261579505536_1.pdf,电子树脂（特种树脂）,碳氢树脂参与者
92,600176,中国巨石,三季报点评：业绩筑底中，看好中长期竞争优势,买入,国信证券,0,,,,,,,玻璃玻纤,2022-10-25,https://pdf.dfcfw.com/pdf/H3_AP202210251579439702_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
93,600176,中国巨石,Q3盈利筑底，期待景气复苏,,中邮证券,0,,,,,,,玻璃玻纤,2022-10-25,https://pdf.dfcfw.com/pdf/H3_AP202210251579434173_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
94,600176,中国巨石,2022年三季报点评：Q3价格回落影响单位盈利，玻纤基本面继续筑底,买入,民生证券,0,,,,,,,玻璃玻纤,2022-10-24,https://pdf.dfcfw.com/pdf/H3_AP202210241579392442_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
95,600176,中国巨石,玻纤价格回调幅度较大，公司Q3业绩承压,买入,中银证券,0,,,,,,,玻璃玻纤,2022-10-23,https://pdf.dfcfw.com/pdf/H3_AP202210231579382155_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
36,002080,中材科技,跟踪快报：风电叶片回暖，锂膜加速扩张,买入,民生证券,0,,,,,,,玻璃玻纤,2022-10-17,https://pdf.dfcfw.com/pdf/H3_AP202210171579207763_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
37,002080,中材科技,叶片龙头迎行业盈利拐点，隔膜业务盈利加速改善,买入,国金证券,0,,,,,,,玻璃玻纤,2022-10-16,https://pdf.dfcfw.com/pdf/H3_AP202210161579191548_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
13,300586,美联新材,季节扰动不改向好趋势，隔膜加速放量布局钠电,买入,华安证券,0,,,,,,,塑料,2022-10-11,https://pdf.dfcfw.com/pdf/H3_AP202210111579055745_1.pdf,电子树脂（特种树脂）,碳氢树脂参与者
41,300395,菲利华,定增预案及跟踪点评：募资扩产巩固石英龙头地位，进军陶瓷材料有望带来远期增量,增持,东亚前海证券,0,,,,,,,航空装备Ⅱ,2022-10-06,https://pdf.dfcfw.com/pdf/H3_AP202209301578825106_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
42,300395,菲利华,首次覆盖报告：下游需求多重共振，石英高潜力龙头未来可期,增持,东亚前海证券,0,,,,,,,航空装备Ⅱ,2022-09-23,https://pdf.dfcfw.com/pdf/H3_AP202209231578624254_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
14,300586,美联新材,合作钠电正极材料，强执行力纵向延伸强化优势,买入,华安证券,0,,,,,,,塑料,2022-09-19,https://pdf.dfcfw.com/pdf/H3_AP202209181578490587_1.pdf,电子树脂（特种树脂）,碳氢树脂参与者
7,688388,嘉元科技,加工费小幅下降，关注22H2需求回暖,买入,西南证券,0,,,,,,,电池,2022-09-05,https://pdf.dfcfw.com/pdf/H3_AP202209051578044682_1.pdf,电子铜箔,主要参与者
8,688388,嘉元科技,铜箔盈利承压，下半年有望回暖,增持,中银证券,0,,,,,,,电池,2022-08-29,https://pdf.dfcfw.com/pdf/H3_AP202208291577780428_1.pdf,电子铜箔,主要参与者
43,300395,菲利华,首次覆盖报告：新材料系列#4：高端石英材料龙头，产业优势地位突出,买入,民生证券,0,,,,,,,航空装备Ⅱ,2022-08-29,https://pdf.dfcfw.com/pdf/H3_AP202208291577792043_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
3,600110,诺德股份,供需阶段性失衡，加工费小幅下滑,买入,西南证券,0,,,,,,,电池,2022-08-26,https://pdf.dfcfw.com/pdf/H3_AP202208261577700566_1.pdf,电子铜箔,主要参与者
4,600110,诺德股份,2022年中报点评：Q2铜箔盈利承压，下半年预期盈利稳定,增持,东吴证券,0,,,,,,,电池,2022-08-25,https://pdf.dfcfw.com/pdf/H3_AP202208251577637403_1.pdf,电子铜箔,主要参与者
15,300586,美联新材,前瞻性布局半固态锂电隔膜，打造平台化优势,买入,华安证券,0,,,,,,,塑料,2022-08-25,https://pdf.dfcfw.com/pdf/H3_AP202208251577597916_1.pdf,电子树脂（特种树脂）,碳氢树脂参与者
38,002080,中材科技,玻纤龙头稳定增长，隔膜业务持续发力,买入,中邮证券,0,,,,,,,玻璃玻纤,2022-08-24,https://pdf.dfcfw.com/pdf/H3_AP202208241577536572_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
97,600176,中国巨石,2022年中报点评：盈利高位有韧性，产能产品结构优势凸显,买入,国信证券,0,,,,,,,玻璃玻纤,2022-08-24,https://pdf.dfcfw.com/pdf/H3_AP202208241577533845_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
96,600176,中国巨石,Q2业绩创新高，产能持续投放看好中长期空间,买入,中银证券,0,,,,,,,玻璃玻纤,2022-08-24,https://pdf.dfcfw.com/pdf/H3_AP202208241577577021_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
16,300586,美联新材,主业巩固向好利润大增，隔膜加速放量不负众望,买入,华安证券,0,,,,,,,塑料,2022-08-23,https://pdf.dfcfw.com/pdf/H3_AP202208231577488647_1.pdf,电子树脂（特种树脂）,碳氢树脂参与者
99,600176,中国巨石,2022年半年报点评：业绩如期高增，Q3关注结构性需求回暖,买入,民生证券,0,,,,,,,玻璃玻纤,2022-08-23,https://pdf.dfcfw.com/pdf/H3_AP202208231577488144_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
